,y,emails
4910,ham,love holiday monday feel even go dentist hour
4911,ham,way tirupur
4912,spam,goal arsenal henry v liverpool henry score simple shoot yard pas bergkamp give arsenal goal margin min
4913,ham,already get flaky parent suppose child job support parent ride age anyway suppose support hurt unintentional hurt nonetheless
4914,ham,take hooch walk toaday fell splat graze knee everything stay home see tomorrow
4915,ham,drop em omw back
4916,spam,time try contact u pound prize claim easy call per min
4917,ham,sit mu wait everyone get suite take shower
4918,ham,call see facebook huh
4919,ham,g say never answer text
4920,ham,common hearin r u wat r u ur day let ask u something different u smile today gud evng
4921,ham,hi dear call urgnt know whats problem want work problem least tell wating reply
4922,ham,oh yah never cancel leh haha
4923,ham,go e normal pilate intro
4924,ham,ok let u noe leave house
4925,ham,oh yes like torture watch england
4926,ham,wan na art
4927,ham,hope piss remember go sister something
4928,spam,get take take part wrc rally oz u lucozade energy text rally le see pack itcould u
4929,spam,hi sexychat girl wait text text great night chat send stop stop service
4930,ham,good morning boytoy yummy lip sexy bun think crave need
4931,ham,match lt gt
4932,ham,free call sir
4933,ham,hey want anything buy
4934,ham,hey babe go ever figure go new year
4935,ham,k congratulation
4936,ham,g want know fuck
4937,ham,cancel yeah baby well sound important understand darlin give ring later fone love kate x
4938,ham,tomarrow want get court lt decimal gt come bus stand
4939,ham,ìï go home liao ask dad pick
4940,ham,omg make wed chapel frontierville get good stuff
4941,ham,eatin lor goin back work soon e mountain deer show huh watch liao nice
4942,ham,check mail varma keep copy regard allah
4943,ham,wrong phone phone answer one assume people well
4944,ham,anyway think secure anything lem know want drive south chill
4945,ham,already back home probably
4946,spam,great news call freefone claim guarantee cash gift speak live operator
4947,spam,hi amy send free phone number couple day give access adult party
4948,ham,bus way calicut
4949,ham,hi probably much fun get message think id txt u co im bore jam fart night
4950,ham,hi baby im sit bloody bus mo wont home wan na somethin later call later ortxt back jess xx
4951,spam,welcome select service add benefit call specially train advisor free mobile dial
4952,ham,lose pound since doc visit last week woot woot gon na celebrate stuff face
4953,ham,u come back dinner rite dad ask confirm wif u
4954,ham,master buy bb co sale bf
4955,ham,ahhhh wake bad dream u tho dont like u right didnt know anything comedy night guess im
4956,ham,vivek get call number
4957,ham,u call lunch
4958,ham,mean leave early check co work
4959,ham,want lt gt r da
4960,ham,bite ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
4961,ham,yup ok
4962,ham,want see pretty pussy
4963,spam,dear voucher holder next meal u use follow link pc enjoy din experiencehttp
4964,ham,people game mall iouri kaila
4965,spam,urgent try contact today draw show prize guarantee call land line claim valid
4966,spam,donate unicef asian tsunami disaster support fund texting donate add next bill
4967,ham,future plan tomorrow result today best present enjoy future
4968,ham,cme want go ho wil cme get dear didnt say time
4969,ham,suppose meet discus abt trip think xuhui tell afternoon think go lesson
4970,ham,hey come online use msn
4971,ham,fine hope good take care
4972,ham,oops shower u call hey park garage collapse university hospital see crazy stuff like happen
4973,ham,aiyo u poor thing u dun wan eat u bathe already
4974,ham,yar tot u know dis would happen long ago already
4975,ham,gorgeous keep pix cumming thank
4976,ham,boy late home father
4977,ham,jade paul didnåõt u txt u remember barmed want talk u txt
4978,ham,spend new year brother family let plan meet next week ready spoil
4979,ham,u today
4980,ham,say okay sorry
4981,ham,sleep thinkthis time lt gt pm dangerous
4982,ham,network job
4983,spam,goldviking invite friend reply see stop send stop frnd
4984,ham,dont let study stress
4985,ham,u haf keep busy
4986,ham,rush work school rush go hungry
4987,ham,channel
4988,ham,tell coulda real valentine u never pick nothing
4989,spam,phony award today voda number end xxxx select receive award match please call quote claim code standard rat app
4990,ham,make eta taunton plan hope still okday good see
4991,ham,hungry buy smth home
4992,ham,kate
4993,ham,drive read need write
4994,ham,look addie go back monday suck
4995,ham,happy new year hope good semester
4996,ham,esplanade lor else
4997,ham,talk
4998,ham,hmph go head big baller
4999,ham,well like actually call someone punto woulda worse
5000,ham,nope since ayo travel forget guy
5001,ham,still around look pick later
5002,spam,cd congratulation ur award cd gift voucher gift guarantee freeentry wkly draw xt music tncs
5003,ham,someone year lt gt toyota camry like mr olayiwola mileage lt gt clean need know much sell raise dough soon land sell holla back
5004,ham,guess pub im im happy pig clover whatever say
5005,ham,ill b soon
5006,ham,oh come tomorrow
5007,ham,go fool dont cheat others ok
5008,ham,mobile sm ur mail regard achan
5009,ham,way meet mountain dont
5010,spam,guarantee cash prize claim yr prize call customer service representative cost
5011,ham,u attend ur drive lesson many time wk n day
5012,ham,uncle g check reward month
5013,ham,hello boytoy geeee miss today like send tm remind think love love kiss
5014,ham,think two still need get cash def ready
5015,ham,hey gal u wan na meet dinner nìâte
5016,spam,dear u invite xchat final attempt contact u txt chat ldn
5017,ham,babe talk think good boy miss love
5018,ham,great office today
5019,ham,cool last little get time soon
5020,ham,sad puppy noise
5021,ham,yes possible dint try pls dont tell one k
5022,ham,anyway holla whenever around need excuse go creep people sarasota
5023,ham,happen
5024,ham,gon na ask lol think
5025,spam,ur currently pound maximize ur send go cc
5026,spam,private account statement show point call identifier expire
5027,ham,go chase run cross street
5028,spam,like tell deepest darkest fantasy call stop text call nat rate
5029,ham,come friday leave pongal get news work place
5030,ham,hey inconvenient si huh
5031,ham,ok vl u know get adsense approve
5032,ham,really good see day dudette miss
5033,ham,want go perumbavoor
5034,ham,many time tell stage use laugh listen aha
5035,spam,wo believe true incredible txts reply g learn truly amaze thing blow mind
5036,ham,hear
5037,ham,thank talk saturday dear cherish brother role model
5038,ham,pls clarify back open return ticket preponed go back kerala
5039,spam,natalie invite friend reply see stop send stop frnd
5040,ham,run younger man make pretty baby together
5041,spam,jamster get free wallpaper text heart c apply need help call
5042,ham,ic lol play door sometime yo
5043,ham,dunno dad say come home bring u lunch yup go w u lor call u reach school lor
5044,ham,send jd customer service cum account executive ur mail id detail contact u
5045,ham,u go doctor liver get bite stylish get ur hair manage thats
5046,ham,dont opener
5047,ham,yeah basically time next week get away mom amp get
5048,ham,edison rightly say fool ask question wise man know u speechless viva gm
5049,ham,vote wherever heart guide
5050,ham,si lor juz watch italian job
5051,ham,tick tick tick could die loneliness know pout stomp foot need
5052,ham,lmao know well
5053,spam,double min double txt price linerental latest orange bluetooth mobile call latest offer
5054,ham,train back northampton afraid stay skyving today ho ho around wednesday though fancy comedy club week way
5055,ham,goodnight da thangam really miss u dear
5056,ham,hey next sun basic yoga course bugis go pilate intro next sit tell time r free
5057,ham,geeeee internet really bad today eh
5058,spam,free video camera phone half price line rental mths cross ntwk min txts call
5059,ham,think disturb da
5060,ham,sorry call later meet sir
5061,ham,havent stick orchard dad car go dinner u leh r free tonight
5062,ham,ok also wan watch e pm show
5063,ham,dunno lei like dun haf
5064,ham,brother transfer lt gt lt gt pa
5065,ham,call later afternoon onwords mtnl service get problem south mumbai hear listen
5066,spam,uk break accommodationvouchers term condition apply claim mustprovide claim number
5067,ham,talk g x
5068,ham,hai dear friend new amp present number rajitha raj ranju
5069,spam,alfie moon child need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity
5070,ham,different style
5071,spam,win shop spree every week start play text store skilgme
5072,ham,gud dear slp well take care swt dream muah
5073,ham,want send lt gt mesages today thats sorry hurt
5074,spam,attempt contract u week top prize either cash prize call
5075,ham,well glad find totally disagreeable lol
5076,ham,guy flash go call call madam take care oh
5077,spam,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call
5078,ham,mark work tomorrow get work house meet u afterwards
5079,ham,ur problem ur heart
5080,ham,yeah give call get minute
5081,ham,babe uawake feellikw via aletter thatmum gotmarried ourbacks åð fuckinnice selfish
